2021-04-05 15:32:00:1415 | test_01_register line:31 test_register |INFO | 开始执行测试案例：未注册的用户名（6位长度用户名与密码）与邮箱注册_注册成功
2021-04-05 16:05:43:8820 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：必填参数均正确创建项目_创建项目成功
2021-04-05 16:05:44:0017 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMjYsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.MkhonVLI3lmlJzWKpRehIQzZ_fSHR5j9z80g1vEM7eg'}, 'json': {'name': 'RipRLRlQXOCtOLGWnUINMWaDZAgbNxkqqerFGpOZISAYtiBPxOMmjnDvdZhiQuAbgoHPVlJkVaOOimkGLgGyrMBfHtCpxRmuIuIJqlngpDZMypgqdxPpeelIZKCupMTVVLVjHuVfGJlhQNhRdAcLBQGbqYiiEjvvpHIgxszlWLGBPXNxigNQeSWFGjYWGLcQpFoEmlCE', 'leader': 'JSkABfYrowIZNwYbrnnAkITrnBzAHWtByfsYRMnydtOXZXMwkI', 'tester': 'VqmlkGdrucYqorpISIUAlSWUmPsOxyECldkIJcvzDNCrGmBxjP', 'programmer': 'wdvHsNtRsjmCryzayequESjAJBeEJhVhFJdqrtiodyZBjEYQiN', 'publish_app': 'QvfGJPagpunOpMqYsHrQXSIAKcvlcEkeStgeRMeswHOnCJJaAJVENulHIWegCsvdYEDzGexppofDUSgnNzkdQTZJTAGCNtLASewS'}}
2021-04-05 16:05:44:0715 | basi_api line:23 send_http |INFO | 响应结果：{'id': 1217, 'create_time': '2021-04-05T16:05:26.742458+08:00', 'name': 'RipRLRlQXOCtOLGWnUINMWaDZAgbNxkqqerFGpOZISAYtiBPxOMmjnDvdZhiQuAbgoHPVlJkVaOOimkGLgGyrMBfHtCpxRmuIuIJqlngpDZMypgqdxPpeelIZKCupMTVVLVjHuVfGJlhQNhRdAcLBQGbqYiiEjvvpHIgxszlWLGBPXNxigNQeSWFGjYWGLcQpFoEmlCE', 'leader': 'JSkABfYrowIZNwYbrnnAkITrnBzAHWtByfsYRMnydtOXZXMwkI', 'tester': 'VqmlkGdrucYqorpISIUAlSWUmPsOxyECldkIJcvzDNCrGmBxjP', 'programmer': 'wdvHsNtRsjmCryzayequESjAJBeEJhVhFJdqrtiodyZBjEYQiN', 'publish_app': 'QvfGJPagpunOpMqYsHrQXSIAKcvlcEkeStgeRMeswHOnCJJaAJVENulHIWegCsvdYEDzGexppofDUSgnNzkdQTZJTAGCNtLASewS', 'desc': ''}
2021-04-05 16:05:44:0715 | handle_assert line:20 eq |ERROR | eq断言失败，预期结果：{'name': 'RipRLRlQXOCtOLGWnUINMWaDZAgbNxkqqerFGpOZISAYtiBPxOMmjnDvdZhiQuAbgoHPVlJkVaOOimkGLgGyrMBfHtCpxRmuIuIJqlngpDZMypgqdxPpeelIZKCupMTVVLVjHuVfGJlhQNhRdAcLBQGbqYiiEjvvpHIgxszlWLGBPXNxigNQeSWFGjYWGLcQpFoEmlCE', 'leader': 'JSkABfYrowIZNwYbrnnAkITrnBzAHWtByfsYRMnydtOXZXMwkI', 'tester': 'VqmlkGdrucYqorpISIUAlSWUmPsOxyECldkIJcvzDNCrGmBxjP', 'programmer': 'wdvHsNtRsjmCryzayequESjAJBeEJhVhFJdqrtiodyZBjEYQiN', 'publish_app': 'QvfGJPagpunOpMqYsHrQXSIAKcvlcEkeStgeRMeswHOnCJJaAJVENulHIWegCsvdYEDzGexppofDUSgnNzkdQTZJTAGCNtLASewS'}，实际结果：{'name': 'RipRLRlQXOCtOLGWnUINMWaDZAgbNxkqqerFGpOZISAYtiBPxOMmjnDvdZhiQuAbgoHPVlJkVaOOimkGLgGyrMBfHtCpxRmuIuIJqlngpDZMypgqdxPpeelIZKCupMTVVLVjHuVfGJlhQNhRdAcLBQGbqYiiEjvvpHIgxszlWLGBPXNxigNQeSWFGjYWGLcQpFoEmlCE', 'leader': 'JSkABfYrowIZNwYbrnnAkITrnBzAHWtByfsYRMnydtOXZXMwkI', 'tester': 'VqmlkGdrucYqorpISIUAlSWUmPsOxyECldkIJcvzDNCrGmBxjP', 'programmer': 'wdvHsNtRsjmCryzayequESjAJBeEJhVhFJdqrtiodyZBjEYQiN', 'publish_app': 'QvfGJPagpunOpMqYsHrQXSIAKcvlcEkeStgeRMeswHOnCJJaAJVENulHIWegCsvdYEDzGexppofDUSgnNzkdQTZJTAGCNtLASewS', 'desc': ''}
2021-04-05 16:05:44:0715 | handle_assert line:21 eq |ERROR | 用例失败！

2021-04-05 16:05:44:0835 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 16:05:44:2411 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMjYsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.MkhonVLI3lmlJzWKpRehIQzZ_fSHR5j9z80g1vEM7eg', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 16:05:44:2421 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：简要描述为空_创建项目成功
2021-04-05 16:05:44:3468 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMjYsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.MkhonVLI3lmlJzWKpRehIQzZ_fSHR5j9z80g1vEM7eg'}, 'json': {'name': 'ORJQB', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'ncxtoUpMiTafqEatPaKEJtwINMTXLvEEimiwpaTxYOUbhiPZzHToUUnsYDgVOAWgalCMTyvhjVKzXHIOdEZesaHmaYvSQPBupbpx', 'desc': ''}}
2021-04-05 16:05:44:3867 | basi_api line:23 send_http |INFO | 响应结果：{'id': 1218, 'create_time': '2021-04-05T16:05:27.085546+08:00', 'name': 'ORJQB', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'ncxtoUpMiTafqEatPaKEJtwINMTXLvEEimiwpaTxYOUbhiPZzHToUUnsYDgVOAWgalCMTyvhjVKzXHIOdEZesaHmaYvSQPBupbpx', 'desc': ''}
2021-04-05 16:05:44:3877 | test_05_projects line:57 test_add_project |INFO | 简要描述为空_创建项目成功 测试案例执行通过！

2021-04-05 16:05:44:3917 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 16:05:44:5553 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMjcsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.KjSREPzS61Tgn_CL4j8Er_Roi0GHBv4tljZhbLX3s50', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 16:05:44:5562 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：项目名称已存在创建创建_创建项目失败
2021-04-05 16:05:44:7198 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMjcsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.KjSREPzS61Tgn_CL4j8Er_Roi0GHBv4tljZhbLX3s50'}, 'json': {'name': 'ORJQB', 'leader': 'tffaJclcEpJxSxRyURBEVHjDNtaxiGUVaIfddbuguBaenpxrpI', 'tester': 'GYNkPFcmoDeTlMrrXVnZDNDGIfWBBEcyjtZYqzyYoqOgCpntVP', 'programmer': 'efgJrBRlxrsHArWPitjhWPKTDpmcAhHryhXxwjWGoSIiKApUMk', 'publish_app': 'MfLwlmrFDtnefNCuhrsKwjrLRPUoaWQYTgdaekwULeDwVVojwwdmUoJwgblTiZPwqvAtaBzToaYPQIAEjBFDFGlYpHARmSOkQLJt'}}
2021-04-05 16:05:44:7677 | basi_api line:23 send_http |INFO | 响应结果：{'name': ['具有 项目名称 的 项目信息 已存在。']}
2021-04-05 16:05:44:7677 | test_05_projects line:57 test_add_project |INFO | 项目名称已存在创建创建_创建项目失败 测试案例执行通过！

2021-04-05 16:05:44:7717 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 16:05:44:9173 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMjcsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.KjSREPzS61Tgn_CL4j8Er_Roi0GHBv4tljZhbLX3s50', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 16:05:44:9193 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：项目名称为空_创建项目失败
2021-04-05 16:05:45:1028 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMjcsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.KjSREPzS61Tgn_CL4j8Er_Roi0GHBv4tljZhbLX3s50'}, 'json': {'name': '', 'leader': 'dKyqzSMpbENUNXCdOHxjodaSmizoReMhXTKAwEWzOIWLqKfSPE', 'tester': 'tPlvLUKEIoJVCMRRRiPJyfYPIbWVPIojevasQezxoACkxCQTOq', 'programmer': 'FmFAqTPEWvjUuJwqYMmzGsKKHJjYwPgsUOEqnTTXXXdLVVJyMm', 'publish_app': 'TAuKVHKyXglgdvTdmHrYudbrSTSbeWbszPbSLsJjnrygOWfTkFjfYOEtNXEGszMeqqjouQDbpKQSYSETQsRZzBlzALvhGtUINmqs'}}
2021-04-05 16:05:45:1915 | basi_api line:23 send_http |INFO | 响应结果：{'name': ['该字段不能为空。']}
2021-04-05 16:05:45:1915 | test_05_projects line:57 test_add_project |INFO | 项目名称为空_创建项目失败 测试案例执行通过！

2021-04-05 16:05:45:1975 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 16:05:45:3940 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMjgsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.gRF08hsKUefW1sDv4E_tO6llU5qjSwxR2mJJmpostVo', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 16:05:45:3950 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：项目名称为纯空格字符_创建项目失败
2021-04-05 16:05:45:5815 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMjgsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.gRF08hsKUefW1sDv4E_tO6llU5qjSwxR2mJJmpostVo'}, 'json': {'name': '', 'leader': 'jQANCqKXxkRuokYRHBnkRzEmTyQfpdOOyaATRkrweFLOIjIoIb', 'tester': 'fffLamUgMgszkwmFCENWtIkIAabIzdXXLXjzrBgJEPjqttNMTB', 'programmer': 'McEZnpYhEaskvKfqWlYhobIEUYEEDkeQffosPdQwAGriXjywXP', 'publish_app': 'UHwEXHfRcegVXyffFXVzLBrTjGAqGBiwAeYvQLURqOHxUARqrHZVhGJNmUULYWLBBGLbECocnhuHHWojLCfkFXHcnhLpdNFLttdG'}}
2021-04-05 16:05:45:6174 | basi_api line:23 send_http |INFO | 响应结果：{'name': ['该字段不能为空。']}
2021-04-05 16:05:45:6184 | test_05_projects line:57 test_add_project |INFO | 项目名称为纯空格字符_创建项目失败 测试案例执行通过！

2021-04-05 16:05:45:6224 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 16:05:45:7879 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMjgsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.gRF08hsKUefW1sDv4E_tO6llU5qjSwxR2mJJmpostVo', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 16:05:45:7899 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：项目名称长度>200_创建项目失败
2021-04-05 16:05:45:8757 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMjgsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.gRF08hsKUefW1sDv4E_tO6llU5qjSwxR2mJJmpostVo'}, 'json': {'name': 'VVrZnCpZvpTbRSUTFOFSHeysxAExxGuKEMRKxfVAdDVAWALdQNYRjhlUDOUseZtmXSwEcOQAkkcecpLtXoRxTlOjGpITqTYNaBPwcjCMnowDOvhadAtdJRpDzUwiYodVfrdGgVSPtplnQXmGEMmHGCJhUNKTUgPjtGbkNXgsHNgMkpjTgtizANFYNlkQouVYLXWtaPqUD', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd'}}
2021-04-05 16:05:45:9106 | basi_api line:23 send_http |INFO | 响应结果：{'name': ['请确保这个字段不能超过 200 个字符。']}
2021-04-05 16:05:45:9116 | test_05_projects line:57 test_add_project |INFO | 项目名称长度>200_创建项目失败 测试案例执行通过！

2021-04-05 16:05:45:9156 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 16:05:46:0802 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMjgsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.gRF08hsKUefW1sDv4E_tO6llU5qjSwxR2mJJmpostVo', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 16:05:46:0812 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：项目负责人为空_创建项目失败
2021-04-05 16:05:46:1689 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMjgsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.gRF08hsKUefW1sDv4E_tO6llU5qjSwxR2mJJmpostVo'}, 'json': {'name': 'nDJxy', 'leader': '', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd'}}
2021-04-05 16:05:46:1949 | basi_api line:23 send_http |INFO | 响应结果：{'leader': ['该字段不能为空。']}
2021-04-05 16:05:46:1949 | test_05_projects line:57 test_add_project |INFO | 项目负责人为空_创建项目失败 测试案例执行通过！

2021-04-05 16:05:46:1998 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 16:05:46:3475 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMjksImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.5ekN_Oar6Sz7sTBWAHCBCpvVWKkUlmDrQHtMU_ik1WU', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 16:05:46:3484 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：项目负责人为纯空格字符_创建项目失败
2021-04-05 16:05:46:4641 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMjksImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.5ekN_Oar6Sz7sTBWAHCBCpvVWKkUlmDrQHtMU_ik1WU'}, 'json': {'name': 'fmWLm', 'leader': '  ', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd'}}
2021-04-05 16:05:46:5010 | basi_api line:23 send_http |INFO | 响应结果：{'leader': ['该字段不能为空。']}
2021-04-05 16:05:46:5020 | test_05_projects line:57 test_add_project |INFO | 项目负责人为纯空格字符_创建项目失败 测试案例执行通过！

2021-04-05 16:05:46:5060 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 16:05:46:6577 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMjksImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.5ekN_Oar6Sz7sTBWAHCBCpvVWKkUlmDrQHtMU_ik1WU', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 16:05:46:6586 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：项目负责人长度>50_创建项目失败
2021-04-05 16:05:46:7554 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMjksImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.5ekN_Oar6Sz7sTBWAHCBCpvVWKkUlmDrQHtMU_ik1WU'}, 'json': {'name': 'bLAOS', 'leader': 'JGbQiKQzEbDfphSJNALHNFzpmKXiXlIMIuzKBiKBMulsfkVIKzw', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd'}}
2021-04-05 16:05:46:8082 | basi_api line:23 send_http |INFO | 响应结果：{'leader': ['请确保这个字段不能超过 50 个字符。']}
2021-04-05 16:05:46:8092 | test_05_projects line:57 test_add_project |INFO | 项目负责人长度>50_创建项目失败 测试案例执行通过！

2021-04-05 16:05:46:8132 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 16:05:46:9648 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMjksImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.5ekN_Oar6Sz7sTBWAHCBCpvVWKkUlmDrQHtMU_ik1WU', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 16:05:46:9658 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：项目测试人员为空_创建项目失败
2021-04-05 16:05:47:0655 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMjksImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.5ekN_Oar6Sz7sTBWAHCBCpvVWKkUlmDrQHtMU_ik1WU'}, 'json': {'name': 'InChJ', 'leader': 'a', 'tester': '', 'programmer': 'c', 'publish_app': 'd'}}
2021-04-05 16:05:47:0984 | basi_api line:23 send_http |INFO | 响应结果：{'tester': ['该字段不能为空。']}
2021-04-05 16:05:47:0994 | test_05_projects line:57 test_add_project |INFO | 项目测试人员为空_创建项目失败 测试案例执行通过！

2021-04-05 16:05:47:1034 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 16:05:47:2560 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMjksImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.5ekN_Oar6Sz7sTBWAHCBCpvVWKkUlmDrQHtMU_ik1WU', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 16:05:47:2560 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：项目测试人员为空_创建项目失败
2021-04-05 16:05:47:3697 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMjksImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.5ekN_Oar6Sz7sTBWAHCBCpvVWKkUlmDrQHtMU_ik1WU'}, 'json': {'name': 'bGIpq', 'leader': 'a', 'tester': '  ', 'programmer': 'c', 'publish_app': 'd'}}
2021-04-05 16:05:47:4036 | basi_api line:23 send_http |INFO | 响应结果：{'tester': ['该字段不能为空。']}
2021-04-05 16:05:47:4036 | test_05_projects line:57 test_add_project |INFO | 项目测试人员为空_创建项目失败 测试案例执行通过！

2021-04-05 16:05:47:4076 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 16:05:47:5612 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMzAsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.b3wl5kDwcMwFHeEfGyOgJy064UoH4N2IdyWSRwYDVh8', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 16:05:47:5622 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：项目测试人员长度>50_创建项目失败
2021-04-05 16:05:47:6709 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMzAsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.b3wl5kDwcMwFHeEfGyOgJy064UoH4N2IdyWSRwYDVh8'}, 'json': {'name': 'QsgaY', 'leader': 'a', 'tester': 'BxJzWPHdNNypcodPqmlaCkvesxoohPCJbVdOpXAONWVaOEOVFPc', 'programmer': 'c', 'publish_app': 'd'}}
2021-04-05 16:05:47:7038 | basi_api line:23 send_http |INFO | 响应结果：{'tester': ['请确保这个字段不能超过 50 个字符。']}
2021-04-05 16:05:47:7038 | test_05_projects line:57 test_add_project |INFO | 项目测试人员长度>50_创建项目失败 测试案例执行通过！

2021-04-05 16:05:47:7078 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 16:05:47:8594 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMzAsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.b3wl5kDwcMwFHeEfGyOgJy064UoH4N2IdyWSRwYDVh8', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 16:05:47:8604 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：开发人员为空_创建项目失败
2021-04-05 16:05:47:9581 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMzAsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.b3wl5kDwcMwFHeEfGyOgJy064UoH4N2IdyWSRwYDVh8'}, 'json': {'name': 'ioJId', 'leader': 'a', 'tester': 'b', 'programmer': '', 'publish_app': 'd'}}
2021-04-05 16:05:47:9901 | basi_api line:23 send_http |INFO | 响应结果：{'programmer': ['该字段不能为空。']}
2021-04-05 16:05:47:9901 | test_05_projects line:57 test_add_project |INFO | 开发人员为空_创建项目失败 测试案例执行通过！

